story,grade
"레이먼드 조슈아는 워싱턴의 뒷골목에서 아이들에게 마약과 랩을 판매하는 청년이다. 조슈아는 마약 소지 혐의로 감옥에 가고 로렌을 만나 감옥에서 글을 쓰는 법을 배운다. 감옥에서 풀려난 조슈아는 시를 통해 로렌과 소통한다. 마크 레빈 감독, 사울 윌리엄스, 본즈 말론, 로렌스 윌슨 주연, 백두대간에서 수입, 배급. 1998년 선댄스 영화제에서 그랑프리 수상. 칸 영화제에서 골든 카메라상 수상. 다큐멘터리 기법을 사용하여 흑인 문제에 접근한 논란의 여지가 있는 영화. 마리화나 거래로 생계를 유지하는 시인이자 래퍼인 레이 조슈아의 삶을 통해 흑인의 폐쇄적 현실을 폭로하는 다큐멘터리 스타일의 영화. 끓어오르는 분노를 참을 수 없는 레이에게 지하 여론 광장이라 할 수 있는 ""슬램""은 유일한 피난처이다. 백인 감독이 만든 흑인 영화에 대한 날카로운 주제 감각을 가졌다는 평가를 받았다.",12세이상관람가
"더그는 완고함, 힘, 기개, 기술을 갖춘 올림픽 하키 스타입니다. 하지만 더그는 상대의 일방적인 공격으로 한쪽 눈을 잃게 됩니다. 한편, 얼음 위에서 주목을 받는 케이트는 까다로운 성격 때문에 파트너를 잃는 굴욕을 겪습니다. 새로운 파트너를 찾고 있던 케이트의 코치 안톤은 더그를 찾아냅니다. 케이트와 안톤은 처음에는 모든 것에 대해 다투지만, 안톤 코치의 열정적인 지도와 노력으로 점차 팀이 됩니다. 심판의 편파적인 판단을 극복하고 올림픽 티켓을 획득한 후, 코치는 그들에게 팸 윈 코 트위스트의 비밀 기술을 가르치지만, 케이트는 많은 문제점을 폭로합니다. 경기 직전, 두 사람은 서로에 대한 사랑을 고백합니다.",12세이상관람가
"아케이드에서 볼 수 있는 ""더블 드래곤""의 영화화. [슈퍼 마리오]와 [스트리트 파이터]의 계보를 따른다. 전작과 마찬가지로 만화 같은 구성과 영상으로 미래 세계를 묘사한다. 천 년 전, 악에 지배받는 어둠의 세계를 구한 현명한 왕은 두 아들에게 금메달 두 개를 물려주었다. 2007년, 한 메달은 악당이 빼앗아 미래 세계를 지배했고, 다른 한 메달은 무술 사범 사토리가 보관했다. 혼자 메달을 지키던 사토리는 제자 지미와 빌리에게 맡겼다. 두 메달을 합치면 엄청난 힘을 낼 수 있다는 전설을 바탕으로 악당들의 줄거리가 시작된다. 감독은 마이클 잭슨의 ""라이베리아 걸""을 연출한 재능 있는 MTV 감독 짐 유키치다.",12세이상관람가
<나의 왼발>과 <아버지의 이름으로>는 짐 셰리던과 다니엘 데이 루이스가 감독을 맡았습니다. 대니는 IRA에 연루되어 14년 동안 감옥에 갇혔습니다. 그는 외부 세계로부터 자신을 고립시키고 권투를 통해 자신을 돌아봅니다. 풀려난 후 대니는 고향으로 돌아갑니다. 그는 전 애인인 메기를 만났을 때 그녀가 자신의 아이의 어머니이자 IRA 회원의 아내라는 것을 깨닫습니다. 대니와 메기는 다시 사랑을 시작하지만 현실적인 상황과 주변 사람들의 관심으로 갈등을 겪습니다. 한편 대니는 전 코치인 아이크와 함께 권투 클럽을 엽니다. 그는 고향에 평화를 가져오기를 바라지만 거리에서는 암살과 테러가 만연합니다. <브레이킹 더 웨이브>의 에밀리 왓슨이 다니엘 데이 루이스와 공동 주연을 맡았습니다.,12세이상관람가
"절망이 휩쓸고 간 곳에서 그 아이들은 어떻게 되었을까? 절망이 휩쓸고 간 곳에서 그 아이들은 어떻게 되었을까? 테헤란 외곽의 톨게이트. 라디오에서는 지진의 참사가 끊임없이 방송된다. 집과 가족을 잃은 많은 사람들이 구호품을 기다리고 있으며, 부모를 잃은 많은 아이들이 입양을 호소하고 있다. 키아로스타미는 1990년 이란을 강타한 대지진 소식을 듣고 서둘러 돌아온다. 그는 [내 친구의 집은 어디인가?]에 등장한 소년들의 생사를 확인할 수 없어 불안해한다. 하지만 코케 빌리지로 가는 길은 차들로 꽉 차 있고, 길도 힘들다. 그는 옆길에서 만나는 모든 사람에게 [내 친구의 집은 어디인가?] 포스터를 보여주고 아이들이 살아 있느냐고 묻지만, 모든 것이 폐허가 되었고 그날은 그들의 삶조차 힘들었기 때문에 아무도 대답하지 않는다. 감독과 함께 차 뒷좌석에 타고 있던 어린 아들은 지쳐 잠이 들었다... 돌무더기에 파묻힌 집들, 온 가족을 잃고 고아가 된 아이들, 온 가족이 죽었다며 물병을 들고 있는 할아버지. 그들이 만난 생존자들은 이 암울한 현실 속에서도 눈물을 흘리지 않았다. 눈물은 이미 말랐고 그들은 또 다른 삶을 쌓고 있었다. 차는 점점 코케 마을에 가까워졌고 그들은 우연히 [나의 친구...]에서 할아버지로 등장했던 루히 씨를 만났다. 노인은 그들을 반겨주고 자신의 집으로 인도했다. 노인은 지진에서 살아남았고 집은 무너지지 않았다. 그렇다면 아흐마드는 어떻게 되었을까? 네마자데흐는? 그 사랑스러운 눈을 가진 아이들은 어떻게 되었을까?",12세이상관람가
"""스피어(Sphere)""는 둥근 구체를 뜻한다. 태평양 해저에서 정체불명의 물체가 감지되고 과학자 팀이 조사를 위해 파견된다. 그들은 외계 우주선 내부에서 스피어를 발견한다. 이 미지의 물질과 접촉한 후, 해저에서 이상한 일들이 일어난다. 현실이 된 것은 주인공들의 상상력이다. 스피어는 거울처럼 인간의 마음을 비추어 현실로 만드는 물질이다. [레인맨]과 [왁 더 독]의 감독 배리 레빈슨이 SF의 도전에 나섰다. 원작은 할리우드와 돈독한 관계를 맺고 있는 마이클 크라이튼의 작품이다. 크라이튼 본인이 오랫동안 영화로 만들고 싶어 했던 이 작품은 화려한 캐스팅과 함께 대규모로 제작되었다. 스피어가 묘사된 장면은 특히 볼 만하다. 하지만 방대한 원작을 하나하나 스크린으로 옮겨담을 때는 긴장감이 떨어진다. SF를 좋아하는 관객에게 고전 스토리를 감상할 수 있는 기회를 제공하는 작품이다.",12세이상관람가
"스톡홀름, 1920년. 12세의 롤랜드는 러시아계 유대인 어머니, 사회주의자 아버지, 학교에서 영웅으로 대우받는 권투 선수 형과 함께 살고 있다. 롤랜드는 유대인이라는 이유로 아이들에게 괴롭힘을 당하고, 학교에서는 사디스트 교사에게 불공평한 대우를 받는다. 롤랜드의 소원은 자전거를 갖는 것이지만, 모르핀에 중독된 아버지는 그의 소원을 들어주지 않는다. 게다가 그는 형과 싸워서 형의 권투 글러브를 부러뜨려, 엄청난 꾸중을 듣고 장갑 때문에 아버지에게 빚을 지게 된다. 어느 날 롤랜드는 우연히 만난 아이의 망가진 자전거를 수리해서 싸게 자전거를 얻는다. 롤랜드는 세상을 얻은 기분이 든다. 하지만 돈을 낼 수 없는 롤랜드는 깔끔하게 칠하고 수리해 놓은 자전거를 잃는다. 세상은 그에게 너무 가혹하다. 친구가 없는 롤랜드는 우연히 슬픈 눈을 한 젊은 매춘부 마기를 만난다. 아무도 그녀에게 관심을 두지 않지만, 룰랜드는 마기를 진심으로 대하고, 둘은 서로의 유일한 진정한 친구가 된다. 어느 날, 룰랜드는 어머니가 아버지의 담배 가게에서 몰래 콘돔을 파는 것을 보고, 몇 개를 훔쳐 풍선을 만들어 팔지만, 어머니에게 들킨다...",12세이상관람가
"인도네시아의 '스컬'이라는 신비로운 외딴 섬. 석유회사 직원인 프레드 윌슨은 그 지역이 유전이라는 정보를 받고 많은 노동자들과 함께 회사의 지원을 받아 석유를 채굴하기 위해 스컬로 향한다. 프린스턴 대학의 동물학 교수인 잭 프레스콧은 비밀리에 윌슨과 그의 일행을 배에서 따라다닌다. 난파선에 표류하던 미녀 여배우 드완을 구출해 섬에 도착한 윌슨과 그의 일행은 급히 석유 채굴 작업을 시작한다. 섬을 둘러보던 잭은 거대한 동물의 흔적을 발견하고 프레드에게 경고하지만 프레드는 신경 쓰지 않는다. 드완 역시 섬을 둘러보며 이국적인 분위기를 즐기고 원주민들을 만난다. 스컬 섬은 무인도가 아니었고 원주민족 외에도 거대한 고릴라인 킹콩이 있었다. 원주민들은 드완을 납치해 킹콩의 폭정에서 벗어나기 위한 위로의식에서 그녀를 제물로 바친다. 드완을 구하기 위해 원주민 부족으로 간 윌슨과 잭은 킹콩의 존재를 알게 되고 경이로움을 느낀다. 윌슨은 킹콩을 잡아서 선전 목적으로 이용해 뉴욕으로 데려가려고 계획하고 드완을 이용해 킹콩을 잡는 데 성공한다. 윌슨, 드완, 잭, 킹콩은 스컬 아일랜드를 떠나 뉴욕에 도착한다. 킹콩을 두려워하던 드완과 잭은 킹콩이 자신들에게 큰 위협이 되지 않는다는 것을 보고 공감하기 시작하고 드완에게 애정을 보인다. 거대한 우리에 갇혀 언론과 대중의 주목을 받는 킹콩은 드완을 찾기 위해 우리에서 탈출하지만 그녀를 찾을 수 없을 때 뉴욕을 돌아다닌다. 이로 인해 뉴욕은 혼란에 빠지고 사람들은 킹콩에게 공격을 받고 죽는다. 잭은 드완을 데리고 탈출해 그녀가 위험에 처하지 않도록 막는다. 군대가 킹콩을 죽이려고 하지만 잭은 그를 산 채로 잡아달라고 요청하는데...",12세이상관람가
"19세기 후반, 10살의 펠레와 그의 아버지 라텐은 가난과 비참함에서 벗어나기 위해 스웨덴에서 덴마크로 왔습니다. 그러나 그들의 가난은 덴마크에서도 계속되었고, 그의 아버지는 콘스트립 목장에서 간신히 일자리를 얻었습니다. 일상 생활에서 새로운 모험과 경험을 느낀 펠레는 점차 자라면서 더 넓은 세상을 꿈꿨습니다. 그러나 그의 아버지는 더 나은 세상에 대한 희망을 잃었습니다. 결국 펠레는 아버지를 떠나기로 결심했습니다. 젊은 정복자 펠레는 더 넓은 세상에 대해 배우기 위해 긴 여행을 떠났습니다.",12세이상관람가
"중국 북서부 시골 마을에 사는 귀주는 첫 아이의 탄생을 기다리며 주변의 모든 것에 만족하고 있다. 어느 날, 그녀의 남편은 마을의 수장인 왕 씨와 상속과 성 차별 문제로 모욕적인 말다툼을 벌이고, 왕 씨는 그녀의 등을 찔러 치명타를 가한다. 왕 씨의 잘못이라고 믿는 귀주는 경찰에 고소장을 제출하고 경찰의 중재를 받는다. 남편이 왕 씨로부터 치료비 보상을 받는 데 동의하면서 사건은 해결되는 듯하지만, 귀주는 그것이 불충분하다며 왕 씨를 법정에서 고소한다. 남편과의 갈등에도 불구하고 자신의 권리를 지키려는 귀주의 끈기 있는 결의는 결국 승소하지만, 남편이 치료를 위해 외출한 사이에 왕 씨의 도움으로 아이를 낳자 그와 화해한다. 하지만 시간이 지나면서 남편의 후유증이 발각되고, 결국 경찰은 왕 씨를 체포한다.",12세이상관람가
"<졸업> 마이크 니콜스 감독. 잭 스탠튼은 미국 남부의 야심찬 주지사입니다. 그는 친절한 선거구민을 거느리고 있으며, 지적이고 총명한 아내 수잔과 함께합니다. 수잔은 잭이 민주당 예비선거에 출마하면서 그의 영적 동반자가 됩니다. 정치 전략가로 유명한 그의 보좌관 헨리와 미디어 고문 데이지는 잭의 캠페인에 동참합니다. 후보자들은 잭의 과거와 현재의 사생활을 언론에 보고하고, 잭과 그의 동료들은 대책을 내놓기 위해 고군분투합니다. 그의 과거 미용사 스캔들을 포함한 더러운 소문이 잇따라 나옵니다. 한편, 잭의 정직하고 진지한 목소리로 유권자들에게 어필하는 전략은 점차 유권자들의 지지를 얻습니다. 현재 클린턴 대통령을 모델로 한 정치적 풍자이지만, 풍자는 약합니다.",12세이상관람가
"샤를 보네는 반 고흐와 세잔 등 유명 화가의 그림을 위조해 경매에 내는 것으로 생계를 이어간다. 보네의 외동딸 니콜은 아버지를 걱정하지만 위조 그림에 매료된 아버지는 그녀의 말을 듣지 않는다. 그러던 어느 날 보네는 자신의 비너스 조각상을 박물관에 기증하겠다고 선언한다. 니콜은 그림은 위조할 수 있지만 조각상은 조각품을 만드는 데 사용된 재료와 기술적 검증 등 진위 여부를 판별하기 위해 다양한 테스트를 거치기 때문에 위험하다고 주장한다. 하지만 보네가 위대한 미술 수집가라고 굳게 믿는 그리몽 박물관장은 진위 여부도 확인하지 않고 대담하게 박물관에 비너스 조각상을 전시한다. 비너스 조각상이 박물관에 처음 전시되는 날, 보네는 박물관의 비너스 전시회 개막식에 참석하고 니콜은 집에 홀로 남겨진다. 그날 밤, 도둑이 집에 침입해 보네의 가짜 반 고흐 그림을 훔치려 한다. 니콜은 도둑을 위협하고 실수로 그를 쏘고, 더모트라는 도둑을 호텔로 데려간다. 그러던 어느 날, 보험 담당자가 와서 비너스 조각상을 보험에 가입해야 한다고 주장하고, 보넷은 당황해서 서명한다. 하지만 예상치 못하게 보험 담당자는 보험 계약서에 비너스 조각상에 대한 철저한 검사가 필요하다고 말한 후 사라진다...",12세이상관람가
"15세기 프랑스 루이 11세 통치 시절, 노트르담 대성당의 대제사장 페로로는 광장에서 열린 축제에서 집시 에스메랄다를 보고 사원의 종지기인 콰지모도를 이용해 그녀에게 접근하려 하지만 실패한다. 콰지모도는 체포되고, 에스메랄다는 그녀를 위기에서 구해준 우에보스 대위와 사랑에 빠진다. 에스메랄다는 축제 때 기적의 궁전에 휩쓸려 교수형에 처해진 종교 국가의 저자 그랑고-와르를 구해주고, 체포된 콰지모도에게 연민을 보인다. 에스메랄다는 포이버스와 사랑에 빠지지만, 페로로의 질투로 포이버스를 잃고, 거짓 살인 혐의를 받는다. 에스메랄다는 처형 직전 콰지모도에게 구출되지만, 배치된 군대의 화살에 맞고 만다. 콰지모도는 포이버스를 죽이고 자살한다.",12세이상관람가
"1998년, 정체불명의 혜성이 지구와 직접 충돌합니다. 혜성은 충돌하면 지구를 완전히 파괴할 수 있는 힘을 가지고 있습니다. 충돌까지 몇 달밖에 남지 않았습니다. 은퇴한 우주인 키니는 메시아라는 우주선을 지휘하라는 명령을 받습니다. 이 다국적 우주선의 임무는 지구에 접근하는 울프-바더만 혜성을 파괴하거나 방향을 바꾸는 것입니다. 한편, 미국 대통령은 혜성의 충돌에 대비해 지하 요새를 건설한다는 계획을 전 세계 언론에 발표합니다. 이 요새에는 지구상의 모든 생명체의 샘플, 다양한 분야의 전문가 20만 명, 컴퓨터로 선정된 50세 미만의 미국 시민 80만 명이 2년 동안 보관됩니다.",12세이상관람가
"소외된 수사관과 9살 자폐 소년의 인간 관계를 그린 액션 드라마. 자폐인 사이먼이 퍼즐 잡지에 실린 국가안보국(NSA)의 비밀 코드 '머큐리'를 풀자, NSA 간부 니콜라스는 소년과 그의 가족을 죽이려 하지만 소년을 잃는다. 연방 요원 제프리스는 부모를 잃고 NSA에 쫓기는 사이먼을 보호하기 위해 도망친다. 영화 전반에 걸쳐 펼쳐지는 화려한 액션 장면은 볼 만하지만, 자폐 소년 역을 맡은 미코 휴즈의 연기도 훌륭하다.",12세이상관람가
"대만 뉴웨이브의 스타인 허우샤오시엔 감독의 걸작. 1945년 일본 황제의 항복 이후 혼란과 격변 속에서 사는 웬 가문 3대의 슬프지만 단호한 가족사를 장황한 카메라와 과감한 생략 기법으로 그려낸다. 허우샤오시엔 감독에게 역사는 곧 인간사이며, 이 과정에서 서정성과 역사성이 휴머니즘이라는 이름으로 만난다. 격동하는 역사의 폭풍에 맞선 한 가족의 이야기이지만, 인간에 대한 감독의 애정이 부드러운 영상을 통해 드러난다. 1989년 베니스 영화제 그랑프리 수상.",12세이상관람가
"종합병원 원장의 딸 정자는 병원 외과과장 현광호를 좋아하고, 원장 오장길 역시 그를 사위로 삼고 싶어한다. 하지만 야심찬 원장 현은 같은 병원 간호사 남진숙과 비밀리에 사귀고 있었다. 현의 약혼설이 퍼지자 진숙은 사회적 출세에 대한 야망에 눈이 먼 현을 돌리기 위해 병원에 임신 사실을 알리겠다고 한다. 말다툼을 하던 중 현 원장은 진숙을 밀치고, 그녀는 난간에 엉성하게 걸려 계단에서 떨어져 다리를 부러뜨리고 유산한다. 진숙의 유산 사실이 병원에 보고되자 진숙의 존재 자체가 현 원장에게 부담이 된다. 그는 자신을 의심하는 진숙을 속여 진정제를 주사하게 하고, 그날 밤 알리바이를 만들어 병원으로 돌아와 병원 연못에 그녀를 묻는다. 진숙의 시체가 며칠 동안 수면에 떠오르지 않자 현 실장은 그녀가 살아있을지도 모른다는 불안에 휩싸인다. 정자의 약혼식 날, 현 실장은 마침내 시체가 수면에 떠올랐다는 전화를 받고 현장으로 달려가 진숙의 사인이 자살이라고 강력히 주장한다. 반년 후, 현 실장은 연못을 메우고 수술실로 만들어 모든 것을 정리하려 하지만 집 계단 앞에서 목발 한 쌍을 발견한 후 극심한 불안에 시달리게 되는데...",12세이상관람가
"피터, 레이먼드, 에곤은 뉴욕에서 초자연적 현상을 연구하는 교수다. 그들의 다소 기괴하고 비현실적인 연구는 인정받지 못하고 대학에서 쫓겨난다. 갑자기 실업자가 된 세 사람은 유령잡이 회사를 설립하고 연구 이론을 증명하려 한다. 하지만 주변 사람들의 멸시는 계속되고, 그들은 허무하게 나날을 보낸다. 그러던 어느 날, 유령을 소환하는 강력한 악령이 부활하고, 유령들이 곳곳에 나타나 시민들을 괴롭히기 시작한다. 그들은 시민들을 보호하고 유령을 잡는 데 바빠서 나날을 보내기 시작한다. 유령을 잡는 데 기여한 세 사람을 고스트버스터라 불리는 새로운 영웅이라고 부른다. 유령의 힘을 조종하고 소환하는 놀라운 힘의 근원을 쫓던 세 사람은 결국 지옥의 사자 고저와 마주하게 되는데...",12세이상관람가
"만화가 대문성은 재능은 있지만 아직 알려지지 않았다. 어느 날 그의 그림이 달리는 차의 앞 유리에 붙어 교통사고를 당하고 그는 저승으로 간다. 저승에서 대문성은 귀신 청청을 만나 사랑에 빠진다. 청청의 도움으로 그는 이승으로 돌아온다. 그들은 사실 전생에 연인이었다. 그를 사랑한 청청은 마왕의 아들을 피해 현실에서 열렬한 사랑을 하고, 대문성의 만화도 유명해진다. 하지만 결국 청청은 마왕의 아들에게 잡히고, 대문성은 그녀를 구하기 위해 그의 만화 속으로 들어간다. 그리고 만화 속에서 그는 마왕의 아들과 결정적인 싸움을 벌인다.",12세이상관람가
"10살의 무이는 시골을 떠나 도시의 한 가족의 하녀로 일하게 되면서, 무책임한 아버지 때문에 주인의 가족이 불행한 일을 겪게 된다는 것을 알게 됩니다. 아버지가 모든 재산을 빼앗고 가족에게 등을 돌리자, 여주인은 세 자녀인 Truong, Lam, Tinh과 함께 힘든 삶을 살게 됩니다. 무이는 막내 Tinh의 괴롭힘을 참아내고, 가끔 찾아오는 Truong의 친구 Quen에게 애정을 갖게 됩니다. 시간이 지나면서 무이는 어린 소녀에서 아름다운 젊은 여성으로 성장하지만, 여주인의 며느리에게 쫓겨나 Quen의 집에서 일하게 됩니다. 그녀는 항상 그에게 호감을 가졌지만 결코 다가갈 수 없었습니다. 무이는 하녀로서의 봉사와 애정이 뒤섞인 사랑을 경험하면서 베트남 여성으로서 가장 빛나는 삶을 시작합니다.",12세이상관람가
"에이스 벤추라는 실종 동물을 찾는 사립 탐정입니다. 그는 항상 동물들에게 둘러싸여 있고, 그의 행동은 동물들의 재밌는 특성과 비슷해서 그를 웃기게 만들고 실수를 합니다. 어느 날, 마이애미 돌핀스의 마스코트인 백설공주가 납치되자 마케팅 책임자인 멜리사는 에이스에게 사건을 조사해 달라고 부탁합니다. 조사하는 동안 에이스는 우연히 물탱크에서 축구 챔피언십 링을 발견하고 링과 관련된 사건의 초점을 찾으려고 노력합니다. 에이스는 고속도로를 따라 운전하고 선수들과 함께 트랙을 달리며 그들을 지켜봅니다. 하지만 예상치 못하게 또 다른 축구 선수인 마리노가 납치됩니다...",12세이상관람가
"윌과 케이트는 호주 스완 강에서 열린 요트 경주에서 호주 최고의 요트 레이서 잭 네빌에게 진다. 윌은 사랑하는 케이트를 떠나 세기의 도전을 위한 치열한 훈련 생활을 시작한다. 그러다 우연히 아비게일이라는 소녀를 만나 그녀에게 끌리게 된다. 한편 윌은 보스턴에서 케이트를 만나러 오지만, 오랜만에 다시 만나자 두 사람 사이에 어색한 감정이 감돈다. 또한 케이트는 윌이 아메리칸 컵 대회에서 '라디안스'의 모방자가 될 것이라는 소식을 듣고 화가 나서 MIT로 돌아간다. 그녀는 조 헤이거라는 새로운 연인을 만난다. 윌 역시 아비게일에 대한 감정을 품기 시작한다. 그 후 윌은 헤이거가 꿈의 배인 '제로니모'를 만드는 것을 돕는다. 개막일에 격납고 문이 열리자 화려하게 칠해진 '제로니모'가 나타난다. 여기서 윌과 케이트는 여러 우여곡절 끝에 팀을 구성해 경주에 참가한다. 그 사이 애비게일과 윌은 경주 중 사고가 난 후 심하게 다투고, 제로니모는 마침내 아메리카스 컵의 흥분이 기다리는 프레맨틀로 출발한다.",12세이상관람가
"태평양의 어선이 거대한 괴물에 의해 침몰하고, 타히티 내륙에서 거대한 괴물의 발자국이 발견된다. 체르노빌 원자력 발전소 근처에서 생명체가 방사능에 감염되었는지 여부를 확인하기 위한 실험을 진행하던 니코 박사는 미군에 의해 맨해튼 해안의 비상 대응 본부로 호송된다. 맨해튼 해안의 어선이 괴물에 의해 침몰한다. 얼마 지나지 않아 거대한 괴물이 맨해튼의 생선 시장을 휩쓸고 지나가고, 니코 박사는 그 괴물이 프랑스의 핵실험으로 만들어진 돌연변이 도마뱀이라고 판단한다. 또한 그 괴물의 혈액 검사 결과 무성생식으로 번식하고 수컷이지만, 태어날 때부터 임신한 상태여서 맨해튼 어딘가에 수많은 알을 낳았을 것으로 추정된다.",12세이상관람가
"많은 사람들이 흥미로운 설교로 소니 목사를 존경하고 사랑합니다. 하지만 그의 아름다운 아내 제시가 젊은 선교사 호레이스와 사랑에 빠지자, 그는 질투심을 느끼고 야구 방망이로 남자를 때립니다. 남자의 상태는 심각해지고, 목사는 깊은 죄책감을 느끼며 마을을 떠나 새로운 삶을 시작합니다. 아무도 자신을 모르는 곳에 새로운 교회를 세워야 한다고 생각하는 소니는 블랙웰 목사가 있는 남부 지역으로 가서 그를 설득하여 교회를 짓습니다. 어렵게 교회를 완공하고 첫 예배를 드린 후, 소니의 설교는 금세 효과가 나타나고 신도 수가 늘어납니다. 그러다가 소니는 자신이 방망이로 때렸던 호레이스가 죽었다는 소식을 듣게 됩니다...",12세이상관람가
"내 가슴 속에는 사랑이 있다. '한' 외에도 한국인이 공유하는 정서인 '정'이 있다. 배창호 감독은 한국 문화, 특히 사람 사이의 문화를 제대로 보여줄 수 있는 이야기로 '정'을 꼽는다. 실제로 그의 신작 <정>은 1910년대부터 1940년대까지 한 여성의 삶을 따라가며 한국의 '정'에 대한 이야기를 들려준다. 16살에 열 살 신랑과 결혼한 순이는 시집살이의 고초를 견뎌내지만, 시간이 흐르면서 유학을 간 신랑이 새 여자를 데리고 돌아와 이혼을 요구한다. 홀로서기에 성공한 순이는 사랑을 찾지만, 결국 갈 곳 없는 낯선 어머니와 아들을 가족으로 받아들인다. 봄, 여름, 겨울 3부작으로 구성된 이 영화에서 전통혼례, 술 빚는 장면, 도자기 장수, 약초상 등 우리 일상에 스며든 우리 문화는 단순한 배경 이상의 역할을 한다. 국내 관객들에게 선보이기 전부터 해외에서 호평을 받았으며, 베노드 국제영화제에서 심사위원대상과 관객상을 수상했다. Point: 흥행감독에서 작가로 전향한 배창호 감독이 말하는 '감성적 재미'! / 씨네21 229 특집",12세이상관람가
고급 회사의 디자이너 선우는 평소처럼 출근길 마을버스에 오른다. 선우는 만원 버스 안에서 설 자리가 없는 지희를 발견한다. 그는 첫눈에 그녀에게 반한다. 우여곡절 끝에 그는 크리스마스 이브에 지희를 만나기로 약속한다. 약속 장소에 도착했을 때 그는 지희가 남자에게 인질로 잡힌 것을 발견한다. 지희는 인질범에게 목숨을 잃고 선우의 가슴 아픈 비명만 남긴 채 사라진다. 이제 그녀는 어디에도 없다. 그로부터 3년이 지났고 선우는 그날의 아픔을 잊은 듯 다른 여자와 결혼할 준비를 하지만 지희는 한순간도 잊지 못한다. 선우는 처음 그녀를 본 마을버스 정류장에서 옛 추억에 잠겨 있다. 이제 그는 절실하게 그때로 돌아가고 싶어 한다. 선우는 3년 전 그녀와 약속 장소에서 과거를 회상하며 뒤돌아보며 이상한 느낌을 받는다. 무언가가 바뀌었지만 어딘가 풍경이 친숙하게 느껴진다. 그의 간절한 소원은 시간을 되돌렸다. 그는 3년 전 크리스마스 이브의 그날 밤으로 돌아왔다. 그녀와의 약속 시간까지 정확히 24시간이 남았다. 선우는 시간을 낭비하지 않고 그녀를 구하기 위해 달려간다. 그는 기적처럼 돌아온 시간 안에 그녀를 구할 수 있을까?,12세이상관람가
"중국 혼란기, 범죄자와 현상금을 노리는 사람들이 넘쳐나는 시대, 행상인으로 돈을 모으던 영채신은 장부가 젖고 지워져 하룻밤 묵을 곳도, 보증금도 구할 수 없게 된다. 장의사가 알려준 난약사라는 오래된 사찰을 찾아가지 않을 수 없다. 그 사찰은 창백한 얼굴의 미녀 귀신이 남자들을 유혹해 죽이는 무서운 곳이지만, 영채신은 이를 모른다. 귀신인 섭소천은 부잣집 딸로, 간사한 관리들에게 온 집안이 죽임을 당하고, 나무 귀신에게 잡혀 환생할 수 없게 된다. 영채신은 가야금의 아름다운 소리에 이끌려 소천을 만나고, 그녀의 미모에 반한 채신을 유혹해 죽이려던 소천은 소심하지만 순진한 채신에게 사랑에 빠지는데...",12세이상관람가
"2박 3일.. 여행은 실타래처럼 엉키기 시작한다.. 외딴 시골에서 송어양식장을 운영하는 창현은 고등학교 동창인 민수와 병관을 찾아 휴가를 간다. 그리고 민수의 아내 정화, 병관의 아내 영숙, 정화의 여동생 세화도 함께 온다. 첫날은 모두 오랜만에 만나서 행복하게 보낸다. 하지만 다음 날, 창현의 집에 묵고 있던 사냥꾼들의 총격에 깜짝 놀라 죽은 송어가 먹이로 나오자 일행은 섭섭해지기 시작한다. 더욱이 민수와 병관의 자존심을 건드린다. 한편 창현은 세화가 자신에게 다가오는 것이 어색해하며 정화와의 관계를 생각한다. 창현네 집 윗층에 사는 태주는 세화에게 특별한 관심을 보이고, 사냥꾼들과 창현은 술에 취해 사슴 피를 마셔 모두를 놀라게 한다. 다음 날, 누군가 지게차 타이어에 펑크가 나고, 타이어를 찾으러 나간 창현은 세화와 불륜을 저지른다. 정화가 이 사실을 알게 되자 질투심을 느끼고, 태주는 세화를 감시하다 들켜서 구타당해 죽는다. 그들은 사고의 원인을 창현에게 돌리고 도망치려 하지만, 태주의 몸은 사라지고...",12세이상관람가
"세계 최고의 영화감독 올리베이라가 만든 매혹적인 만화경!1화 첫 번째 이야기는 프리스타 몬테이로의 희곡 <불멸>이 스크린에 옮겨온 것이다. 이 희곡은 저명한 학자의 삶을 산 80세 아버지와 60세 아들의 대화를 통해 성공, 청춘, 노년, 죽음에 대한 이야기를 들려준다. 인생에서 성공을 거둔 아버지는 성공한 아들에게 나이가 들면서 인간 본성의 추악함을 경고하며 자살을 권한다. 아버지는 아들에게 사후 불멸의 세계를 설득하지만 아들은 아버지를 이해하지 못한다.2화 두 번째 이야기 <수지> 역시 죽음의 문제를 다룬다. 오랫동안 고급 매춘부로 일해 온 수지는 중병에 걸려 수술을 받게 된다. 매춘부가 아닌 여자로서 그녀를 사랑하는 남자는 죽음의 그림자가 드리운 수지를 더욱 깊은 연민으로 걱정한다. 그를 위로하러 온 친구가 소녀 피샬리나의 이야기를 들려준다. 3화 세 번째 이야기 <강의 어머니>는 고대부터 전해져 내려오는 전설의 이야기다. 마을의 관습에서 벗어나고 싶어 하는 피샬리나라는 소녀가 강의 어머니를 찾아가 자연과 삶에 대한 철학적 이야기를 듣는다. 금으로 된 손가락을 가진 피샬리나는 항상 장갑을 끼고 이 사실을 숨기며 살아간다. 그런데 마을 사람들이 이 사실을 알게 되고, 천 년을 기다린 그녀는 남의 삶을 살기 시작한다.",12세이상관람가
