story,grade
"고등학교 2학년인 봉구와 천재는 반에서 꼴찌다. 봉구는 성적이 우수한 은주를 좋아하고, 천재는 보건교사에게 반한다. 창수는 청소카트를 끌고 가난한 엄마를 돕지만, 부유한 집안 출신인 윤고는 항상 창수를 놀린다. 부모 때문에 성적에 집착하는 은주는 강박증이 있고, 봉구의 순수한 열정에 감동해 학교와 집을 떠나고, 두 사람은 야외에서 작은 기쁨을 누리지만, 현실로 돌아오자 은주는 7등이 되고, 부모의 차가운 시선 아래 은주는 아파트 옥상으로 올라가는데...",전체 관람가
"살짝 건드리기만 해도 터져 나오는 웃음의 지뢰밭! 보스니아와 세르비아가 맞붙은 이곳에서 긴장감 속에서도 유난히 평화로워 보이는 곳이 있다. 두 진영 사이의 땅, '무인지대'. 총알 우박만 쏟아지는 그곳에서 생존자가 발견된다. 하얀 티셔츠를 입은 문제의 남자가 절박하게 ""도와줘~!!""라고 외치고 있다. '무인지대'에는 생존자가 세 명이나 있다는 것이다. 두 남자는 총을 들고 마주하고 있고, 다른 남자는 지뢰 위에 있다. '무인지대'에 있는 것만으로도 힘든데, 적군이 그들과 함께하고 지뢰가 깔려 있으니 '이보다 더 나쁠 수 없다'는 상황. 그러는 사이, 그들을 발견한 두 진영은 구출이 아니라 적의 심경에 주의를 기울이는 데 바빴고, 마침내 세계평화유지군인 유엔이 개입한다. 그러는 사이, 전 세계 언론이 특종을 맡고 몰려든다… 그들의 구출작전은 전 세계에 생중계된다. 세계 최고의 정예 지뢰제거대원들이 도착하면서 현장의 열기는 고조되기 시작한다.",전체 관람가
"잘생긴 부동산 중개인 OK 라이는 말투가 눈부시며 거짓말을 진짜처럼 들리게 하는 놀라운 재능을 가지고 있다. 21세 소녀 원더풀은 연인과 친구가 원나잇을 했다는 사실을 알게 되고, 다음 남자는 100% 믿을 수 있는 정직한 남자이기를 바란다. 어느 날 밤, 두 사람은 편의점에서 우연히 만난다. 남자친구와 헤어진 원더풀은 친구들과 함께 사찰에 가서 OK를 다시 만난다. 그리고 스님은 그녀에게 진정한 사랑이 찾아올 것이라고 말한다. 그런데 OK는 우연히 원더풀 회사의 부동산 사업을 맡게 되고, 마카오 여행을 가는 동안 원더풀 아버지의 빚을 갚게 된다. 원더풀과 친구들은 OK를 사장의 부자 사촌으로 착각하고, OK는 뽐내는 본능에 따라 사장의 사촌처럼 행동한다... OK는 원더풀에게 진실을 말하려 하지만 일이 복잡해진다. 사장의 여동생 셀리나가 OK에게 접근하고, 그녀의 친구들이 개입하면서 거짓말이 계속 커진다. 하지만 원더풀이 사장의 사촌을 만나자 OK의 모든 거짓말이 폭로되고, 원더풀은 떠나면서 자신에게 거짓말하지 말라고 말한다. 원더풀을 되찾기 위해 다시는 거짓말하지 않겠다고 다짐한 OK는 '정직한' 부동산 사업을 시작한다. 사업은 점차 성장하고, OK는 6개월 동안 거짓말을 하지 않는다. 원더풀이 마음을 바꾸려고 할 때, 셀리나가 나타나 계약 결혼 조건으로 엄청난 돈을 제안한다. 상처받은 원더풀은 승려가 있는 네팔의 사원으로 떠난다...",전체 관람가
"조선의 자랑, 조선의 희망. 그들이 온다, 우리가 간절히 기다리던 자! 공부보다 운동을 좋아하는 학자 호창은 어린 시절 유일한 꿈이었던 과거제가 폐지되자 인생의 목적을 잃고 하루하루를 보낸다. 시대의 원성을 참을 수 없었던 호창의 형은 집을 떠나 군에 입대하고, 개혁 세력에 밀려 아버지는 관직을 그만두고 사립학교를 운영한다. 어느 날 호창은 우연히 YMCA 홀에서 야구를 하는 신여성 정림과 선교사들을 보고 야구에 호기심을 느끼고 정림을 좋아하게 된다. 호창의 아버지는 호창에게 사립학교를 물려받으라고 권하지만 호창은 정림에게 호감을 품고 야구라는 새로운 문화의 매력에 빠진다. 호창과 어린 시절 친구인 광태, 일본 유학을 온 대현, 정림은 조선 최초의 야구단인 YMCA 야구단을 결성한다. YMCA 야구단은 연승을 거두며 최강 야구단이 되고 황성 주민들의 사랑을 받는다. 이런 가운데 조선은 일본의 압력에 을사조약을 맺게 되고 이에 분노한 정림의 아버지는 자살한다. 을사조약 이후 YMCA 야구단 연습장은 일본군 기지로 바뀌고 이로 인해 YMCA 야구단은 일본군 클럽인 성남구단과 첫 경기를 하게 된다. 하지만 경기 전날 친일파에 대한 테러를 저지르다 부상을 입은 투수 대현은 침체를 극복하지 못하고, 호창 역시 마당에 빨랫줄에 걸려 있는 야구 유니폼을 발견하고 경기를 보러 온 아버지의 눈을 피해 실력을 보여주지 못하고, YMCA 야구부는 일본팀에 진다. 야구부 주장 대현은 일본팀 주장 카츠노리에게 재경기를 도전하지만, 테러 사건의 전말이 밝혀지고 테러에 가담했던 대현과 정림은 일본군에게 쫓기고 YMCA 야구부는 해체된다. 낙담한 호창은 아버지를 따라 고향으로 돌아가 학교를 돕게 되는데...",전체 관람가
"고요한 호수 근처에서, 한 무리의 거위가 여유롭게 쉬고 있다가 사람의 존재의 소리에 하늘로 치솟는다. 그중 한 마리가 날개를 펄럭이며, 발이 어망에 걸려 날 수 없다. 그러자 아이가 달려가 그물을 끊고, 마침내 자유의 몸이 된 거위는 다리에 메달처럼 푸른 어망을 걸고 하늘로 날아간다. 반대편에서는 검은목학, 검은기러기, 흰황새, 북극제비, 흰펠리컨도 이동을 시작한다. 그들은 물 위로 힘차게 발을 차고 숲과 호수 위를 날며 에펠탑, 자유의 여신상, 뉴욕 세계무역센터(트윈타워), 만리장성을 내려다본다. 그들은 중간 정거장에서 새끼를 낳고, 새끼는 짧은 시간 안에 나는 법을 배우고 무리에 합류한다. 때로는 악천후를 견디기도 하고, 때로는 극심한 피로에 시달리기도 하며, 무리에서 떨어져 외롭게 날 때도 정해진 경로와 정거장에서 벗어나지 않는다. 이렇게 새들의 ‘돌아오겠다는 약속’은 반드시 지켜진다. 어망에 걸린 거위들도 이 길고 힘든 여정을 마치고 출발했던 호수로 돌아온다. 언제나 그렇듯이 계절이 바뀌면 하늘은 다시 바빠질 것이다.",전체 관람가
"빙하기에서 꽃피운 감동적인 모험. 2만 년 전, 거대한 빙하가 지구 표면을 덮기 시작했습니다. 지구의 생명은 빙하기의 맹공을 피해 더 따뜻한 곳으로 도망쳤습니다... 이때, 인간의 가장 큰 적, 세이버 이빨 호랑이와 인류 사이에 전쟁이 벌어집니다. 그 와중에 인간 아기 로잔은 가족과 헤어지고 길을 잃고, 빙하기 동물 3마리의 보살핌을 받게 됩니다. 장난꾸러기 나무늘보 시드와 불만스러운 매머드 매니는 세이버 이빨 호랑이 파벌의 이중 스파이인 디에고를 만납니다. 장난으로 항상 문제를 일으키는 시드와 음모의 화신인 디에고, 그리고 본능적으로 디에고를 경계하는 매니... 그들은 순진한 아기 로잔을 데리고 위험과 모험이 가득한 빙하기를 여행합니다. 아이스 에이지 3인조는 끓는 용암 계곡, 무서운 얼음 동굴, 혹독한 추위 속에서 용감하게 싸우며 사악한 이중 스파이 디에고의 음모에 맞서 싸웁니다. 지구 역사상 최초의 귀엽고 쾌활한 영웅! 그들은 로산을 가족에게 안전하게 돌려보내는 임무를 완수할 수 있을까요?",전체 관람가
"천지의 모든 힘과 최강의 스승들이 슈산에 온다..! 중국 쓰촨성의 슈산. 이곳은 산이 울퉁불퉁하고 구름에 뒤덮여 있으며 천지의 영혼이 모이는 곳이다. 산의 각 봉우리에는 수백 년 동안 무술을 연습해 온 스승들이 있었다. 그들은 '정파'와 '사파'로 나뉘어 끝없이 싸웠다. 곤륜종의 수장 고월(장바이지 분)은 제자 쉬안톈종(정이젠 분)이 자신을 사랑하고 이것이 그의 수련을 방해한다는 사실을 알게 되자 괴로워한다. 그때 사종의 수장 마황류천이 곤륜산을 공격하러 오자 고월은 곤륜의 가장 위대한 무기인 월진룬을 쉬안톈종에게 주고 일부러 그녀를 도망치게 한다. 그런 다음 그녀는 류첸의 공격으로 목숨을 잃는다. 200년 후... 마황은 수십 배로 힘을 키우고 거대한 바위와 모래 폭풍을 가져와 수산의 아미산을 다시 공격하고, 아미파의 장원백미(삼모 헝 분)는 자신의 무기인 호랑이 거울을 사용하여 류첸과 맞서고, 제자 단전지(가오 티엔뤄 분)에게 군대를 대피시키고 전투를 준비하라고 명령한다. 이에 쿤룬파의 쉬안 티엔파가 도움을 주러 오고, 군대를 이끄는 장군과 그의 딸(장즈이 분)이 힘을 합쳐 류첸을 악마의 동굴로 몰아내는 데 성공하지만, 곧 계략에 속았다는 것을 깨닫는다...",전체 관람가
"1944년 6월 6일 새벽, 런던의 연합군 최고 사령부는 유명한 노르망디 상륙작전의 시작을 발표했습니다. 새벽에, 세계가 본 적이 없는 가장 큰 상륙군이 유타, 고다드, 오마하, 주노, 슈워드의 해변에 상륙을 시작했습니다. ""오버로드""라는 이 작전 동안, 9,000척의 함선이 100만 명이 넘는 병력과 170,000대의 차량을 노르망디 해변으로 수송했고, 702척의 전함과 200대의 기뢰 제거함이 지원했습니다. 문자 그대로 지구상에서 가장 큰 작전이었습니다.",전체 관람가
"지구는 고도로 발달된 드레지 종족의 공격을 받고 있습니다. 거대한 우주선의 공격으로 혼란에 빠진 과학자 샘은 5살 아들 케일을 멀리 떨어진 우주선에 태웁니다. 기술적으로 가장 발달된 우주선인 타이탄을 만들어 인류에게 희망을 남긴 샘 터커는 지구의 종말을 맞이합니다. 20살까지 TAU-14 행성에서 외계인들 사이에서 자란 케일은 인간이라는 것이 무엇을 의미하는지 전혀 기억하지 못하지만, 볼크리의 선장인 코르소를 만나면서 그의 삶은 바뀝니다. 코르소는 샘이 케일에게 남긴 반지를 제거하고 코드를 활성화하여 전설적인 우주선 타이탄으로 가는 지도를 찾습니다. 하지만 드레지 종족은 케일과 함께 지도를 파괴하려 합니다...",전체 관람가
"명랑한 거짓말... 불멸의 걸작이 되는 그날까지! 거짓말의 절대왕, 위기의 아침을 맞이하다!! 바쁜 아침, 제이슨 셰퍼드는 눈을 뜨기도 전에 이미 밥을 먹고 숙제를 끝냈다는 거짓말로 하루를 시작한다. 나이에 비해 몸이 작은 14세 소년 제이슨은 거짓말에 타고난 재능이 있다. 등교길에 괴롭힘을 당해 학교에 늦는 제이슨은 절친인 카일리에게 수업 시간에 창문을 열어 달라고 문자 메시지를 보내고, 카일리는 잠깐 선생님의 주의를 돌리는데... 제이슨은 범행을 저지르다 들키고, 선생님이 그에게 쓰기 과제를 제출하라고 엄격하게 명령하면서 제이슨의 천재적인 거짓말 능력이 발휘되기 시작한다. 그는 도난당한 숙제를 찾기 위해 할리우드로 향한다!! 제이슨 셰퍼드는 거짓말에 있어서 타의 추종을 불허한다. 그는 뛰어난 즉흥 연기와 성대 모사로 숙제를 못 하는 위기를 극복한 듯하지만, 곧 그의 거짓말이 폭로된다. 영어: 실패를 피하기 위해 제이슨은 천재적인 두뇌를 사용하여 \\\'거대한, 거대한 거짓말쟁이\\\'에 대한 수필을 재빨리 쓴다. 숙제를 제출하기 위해 서두르는 동안 제이슨은 할리우드 프로듀서인 마티 울프와 함께 차에 타지만, 숙제를 차에 두고 오는 실수를 한다. 몇 달 후, 여름 학교에 다니는 동안 제이슨은 TV에서 자신의 잃어버린 숙제가 마티 울프가 영화로 만든다는 것을 알게 된다. 그는 부모에게 말하지만, 부모의 신뢰를 잃은 제이슨은 자신의 무죄를 증명하겠다고 다짐한다. 최고의 영화 프로듀서 VS 천재 소년 할리우드에서 거짓말쟁이들의 진짜 대결 할리우드 영화 프로듀서인 마티 울프는 사악하고 성격이 나쁜 프로듀서로 알려져 있다. 우연히 제이슨의 숙제를 보고 영감을 얻은 마티는 자신의 아이디어를 훔친 영화로 주목을 받는다. 하지만 그는 숙제를 돌려주는 대신, 제이슨의 무죄를 증명하라는 요청을 거부하고, 이는 그의 삶에 큰 태클을 걸게 된다... 제이슨의 세심하게 계획된 복수 작전에 휘말린 마티는 녹색 괴물로 변하고, 사고를 당하고, 끝없는 절망의 심연에 빠진다. 그럼에도 불구하고, 제이슨은 전혀 뉘우치지 않는 이 골리앗 같은 악당에게 최후의 일격을 가할 준비를 한다.",전체 관람가
"세상을 뒤흔든 절대무술 드림팀이 온다!!! 당대 스타 선수였던 명봉은 절름발이 다리 때문에 주변에서 쓰레기 취급을 받는다. 명봉은 축구 코치가 되고 싶어하며 잘할 수 있을 것이라 확신하지만 어떤 팀도 자신을 받아주지 않아 속상하다. 소림사에서 무술을 배운 싱싱은 스승이 죽은 뒤 가난하고 백수 생활을 하며 만두집 아가씨와 시시덕거리는 것이 유일한 즐거움이다. 명봉은 우연히 길거리에서 싱싱의 이상한 다리 힘을 발견하고 축구부를 만들자고 제안한다. 가장 시급한 과제는 정예 멤버를 모으는 것! 싱싱은 소림사에서 함께 수련했던 전우들을 하나하나 찾아간다. 하지만 민첩했던 전사들은 어디에도 보이지 않고, 모두 외모에 대한 비관주의자, 뚱보, 저임금 청소부, 방콕인, 돈만 보는 사람 등으로 변해버렸다. 그들이 공통적으로 가진 것은 모두 살고 싶은 마음을 잃었다는 것이다! 처음에는 씽싱의 제안을 거부했지만 결국 하나둘씩 씽싱으로 돌아왔다. 그들은 '무술축구단'이라고 불린다. 그들은 거리 축구를 시작으로 빠르게 성장하여 프로 축구단과 경쟁할 수 있는 수준에 도달했다. 하지만 명봉의 전 라이벌이었던 강웅이 지금은 축구협회 회장이 되어 '무술축구단'의 '전국축구대회 우승'이라는 목표는 점점 어려워진다...",전체 관람가
"부모들은 여름방학을 맞아 아이들을 데리러 테헤란의 시각 장애인 학교에 도착했습니다. 하지만 다른 아이들이 모두 떠난 후에도 8살 모하메드의 아버지는 여전히 기다리고 있었습니다. 모하메드는 학교 근처 도로를 따라 숲을 걸으며 만족스러운 시간을 보내고 있었습니다. 숲 속을 탐험하던 모하메드는 도움이 필요한 새끼 새를 발견했습니다. 그는 뛰어난 청력과 촉각을 사용하여 새끼 새를 안전한 둥지로 돌려보냈습니다. 바로 그때 아버지가 학교에 도착했습니다. 아버지는 선생님과 이야기를 나눈 후 모하메드가 학교에 영구히 머물도록 허락해 달라고 요청했지만 결국 모하메드를 데려가기로 동의했습니다. 이렇게 모하메드의 여름방학이 시작되었습니다. 모하메드와 아버지는 푸른 땅으로 떠났습니다. 따뜻한 햇살과 이기심이 가득한 모습은 모하메드의 예민한 감각을 통해 자연스럽게 흡수되었습니다. 하지만 그 기쁨은 모하메드만의 것이었고 아버지에게는 아무런 영향도 미치지 않았습니다. 가족 농장에 도착한 그는 두 여동생과 사랑하는 할머니의 기쁜 포옹으로 외로움을 달랜다. 오랜만에 느낀 할머니의 따뜻함은 그 어느 순간보다 모하메드에게 소중하게 다가왔다. ""할머니! 손이 하얗고 예쁘네요."" 무슬림 가정에서 자란 젊은 여성과 재혼한 그의 아버지는 희망에 가득 차 있다. 모하메드는 아버지에게 특히 성가신 장애물이다. 그의 아버지는 모하메드를 시각 장애인 목수에게 보냄으로써 목표를 달성한다. 그 결과 모하메드는 가족과의 이별로 인해 치유할 수 없는 상처를 입지만 점차 새로운 환경에 적응하고 목공 일 외에도 시각 장애인 목수로부터 정신적 도움을 받으며 강해진다. 그동안 모하메드를 보냄으로 인해 할머니와의 관계가 악화되고 재혼 계획은 무산된다. 그리고 그는 이 모든 일에 대해 모하메드를 비난한다. 우리 눈으로 보는 세상의 빛의 진실은 얼마나 될까? 모하메드는 우리 눈으로 볼 수 없는 세상에 대한 많은 메시지를 전합니다.",전체 관람가
"평화를 사랑하는 평범한 유대인 이발사와 세계 정복을 꿈꾸는 악명 높은 독재자 힌켈. 같은 운명을 가진 두 남자에 대한 유쾌한 정치 풍자: ""같은 얼굴, 다른 생각"" 2차 세계대전에서 패배한 토마니아에 힌켈이라는 독재자가 나타나 악명을 떨친다. 한편, 힌켈과 똑같이 생긴 이발사 찰리는 유대인을 탄압하는 국가의 정책으로 위기에 처하지만, 우연히 군인으로 참전했을 때 자신을 구해준 슐츠 장교의 도움으로 위기를 모면한다. 독재자 힌켈의 악행은 점점 더 극심해지고, 찰리는 유대인 강제 수용소로 끌려가지만, 재치를 발휘해 탈출에 성공한다. 하지만 이발사와 같은 얼굴을 한 힌켈은 탈옥수로 오해받아 감옥에 갇히게 되는데…",전체 관람가
"한국 전통악기 가문의 아들인 이윤호는 가야금을 배우기 위해 충주로 온 일본 여성 하나코와 짧은 인연을 맺는다. 하나코가 하늘로 돌아간 후, 이윤호는 12살 딸 유메와 노부와 함께 사는 시나리오 작가다. 하나코와 함께 가야금을 배우러 왔고 지금은 '비욘드 필름'을 운영하는 소라는 이윤호의 곁에 머물며 오랫동안 짝사랑해 온 가족을 돌본다. 하지만 윤호는 하나코를 한 번만 사랑할 수 있는 사람이다. 소라의 해바라기 사랑은 이윤호에게 안타까운데, 이윤호는 딸 유메에 대한 사랑으로 그리움에 위로를 건넨다.",전체 관람가
"테헤란 거리의 세 여성, 나르게스, 마에데, 아레주가 오늘 감옥에서 탈출했습니다. 마에데가 체포된 후, 나르게스와 아레주는 나르게스의 고향인 라즐리크로 떠날 계획이었지만, 아레주는 마지막 순간에 마음을 바꾸어 나르게스의 교통비를 지불하고 테헤란에 머물렀습니다. 여러 우여곡절 끝에, 역시 버스를 탈 수 없었던 나르게스는 같은 날 풀려난 친구 파리를 찾아갑니다. 하지만 아버지와 오빠에게 집에서 쫓겨난 파리는 처형당한 남자의 아이를 임신하게 됩니다. 풀려난 그녀는 간호사가 된 친구 엘함을 찾아와 낙태를 요청하지만, 과거를 숨기고 결혼하려는 엘함은 그녀의 도움을 거부합니다. 거리로 돌아온 파리는 가난 때문에 딸을 버리려는 나예레라는 여자를 만납니다. 딸을 버린 나예레는 낯선 남자와 차를 타고 매춘 단속에 걸리지만 간신히 탈출하고, 같은 장소에서 잡힌 매춘부 모즈간은 수감된다. 감옥에 있는 나르게스, 마에데, 아레주가 보인다.",전체 관람가
"웬디의 어린 딸 제인은 많은 꿈을 가진 소녀로, 전쟁의 참상이 쏟아지는 런던의 중심부에 살며 전쟁의 끔찍한 공포를 경험합니다. 제인은 판타지 세계를 믿지 않지만, 후크 선장에게 납치된 후, 이 세상에는 존재하지 않을 것이라고 생각했던 피터 팬과 팅커벨의 도움을 받습니다. 제인은 후크 선장의 오판으로 인해 실수로 납치되어 네버랜드로 끌려갑니다. 피터 팬은 제인을 구출하여 그녀에게 멋지고 환상적인 네버랜드 세계를 보여줍니다. 그러나 제인은 남동생과 어머니를 돌보기 위해 현실 세계로 돌아가야 하며, 집으로 돌아가려면 스스로 날 수 있는 법을 배워야 합니다. 그러나 제인은 날기 위해 믿음(순수한 순수함)이 필요합니다. 제인이 어린 소녀만이 느낄 수 있는 순수한 순수함을 되찾을 수 있을지 여부는 피터 팬, 팅커벨, 집을 잃은 고아 소년들에게 달려 있습니다. 또한 제인은 자신의 내면을 들여다보고 진정한 믿음의 길을 찾아야 합니다.",전체 관람가
"어둠의 세력이 호그와트로 돌아왔다!해리 포터는 이번 여름방학을 별로 즐기지 못했다.마법을 싫어하는 이모 페튜니아와 삼촌 버논에게 괴롭힘을 당하고 있을 뿐만 아니라, 더 짜증나는 것은 절친인 론 위즐리와 허마이오니 그레인저가 자신을 완전히 잊어버리고 편지에 답장을 하지 않는다는 것이다.그러던 어느 날, 작은 집요정 도비가 해리의 침실에 나타나 예상치 못한 말을 한다.호그와트로 돌아가면 끔찍한 일이 일어날 것이라고 말이다.도비는 해리가 학교에 가지 못하도록 론과 허마이오니의 답장을 가로채고 있었다고 고백한다.하지만 도비와 더즐리 가족의 방해에도 불구하고 해리는 론과 그의 형제들이 타고 온 비행차를 타고 이모의 집에서 탈출해 따뜻한 가족애가 가득한 론 위즐리의 집으로 간다. 학교 첫날, 론과 해리는 무언가에 의해 9와 3/4 플랫폼에 들어가지 못해 개회식에 늦을 위기에 처한다. 그들은 마침내 날아다니는 포드 앵글리아를 타고 간신히 학교에 도착하지만, 우연히도 학교 선생님들이 소중히 여기는 '버드나무'에 차가 추락하고, 화가 난 스네이프 교수로부터 퇴학 경고를 받는다. 한편, 해리의 1학년 영웅적인 활약이 학교 전체에 퍼지고, 해리는 원치 않는 관심의 중심이 된다. 론의 여동생 지니, 야심찬 사진작가 콜린 크리비, 새로운 어둠의 마법 방어술 교수 길더로이 록하트 등 신입생들이 해리 포터 팬이 된다. 주의를 끌기를 좋아하고 다른 사람들에게 소외되는 록하트 교수는 해리와 가까워지고 싶어하지만, 학교에서 일어나는 무서운 사건에 대한 명확한 설명도 없다. 모든 시선이 해리에게 쏠리고, 결국 반 친구들은 그를 의심하기 시작한다. 물론, 론, 헤르미온느, 그리고 신비한 일기에 사로잡힌 론의 여동생 지니는 해리를 끝까지 믿는다. 그는 자신을 믿는 친구들을 실망시킬 수 없다. 해리는 어둠의 세력에 맞서 싸우기로 결심한다. 도움을 주겠다고 제안한 록하트 교수가 다소 방해가 되더라도...",전체 관람가
"""아기가 움직였어요. 내가 가질 수 없어요..."" 박사학위 논문을 준비하고 있는 사이먼과 함께 사는 첼로 베이스 연주자 엠마. 그녀는 병원에서 임신 5개월이라는 소식을 듣고 기뻐하지만, 사이먼의 반응은 무관심하다. 하지만 며칠 후 다시 병원을 찾았을 때, 그녀는 유방암이 림프절로 전이되어 치료를 빨리 받으려면 아기를 유산해야 한다는 충격적인 소식을 듣는다. ""젠장, 자연의 섭리!"" 그녀는 자신의 생명을 구하기 위해 아기를 유산해야 할까, 아니면 죽음이 빨리 와도 뱃속에서 자라는 생명을 키워야 할까? 이 두 가지 선택에 직면한 엠마는 용감한 결정을 내린다...",전체 관람가
"파리는 며칠 후에 열리는 러브 페스티벌에 대한 설렘으로 들떠 있다. 이 축제의 하이라이트는 노트르담의 종지기인 콰지모도가 사랑의 종인 라 피델을 울리는 장면인데, 젊은 남녀가 차례로 무대에 올라 연인의 이름을 외친다. 하지만 종을 울려야 할 콰지모도는 흉측한 외모 때문에 자신을 사랑해줄 연인이 없어 더욱 외로워한다. 그러는 사이 사로슈의 서커스단이 등장하면서 축제 분위기는 고조된다. 줄타기 위에서 공중제비를 하며 거대한 코끼리를 순식간에 사라지게 하는 마술사 사로슈는 파리 시민들의 눈을 완전히 사로잡는다.",전체 관람가
"평화로운 우주 스페릭스... 두 종족이 연이어 산다. 하나는 빛과 행복의 존재인 아트모스이고, 다른 하나는 어둠과 비참함의 존재인 널머스다. 두 적대적인 종족이지만, 아트모스는 에너지 넘치는 에너지를 생성하고, 널머스는 그 에너지를 삼키며 스페릭스 안에서 조화롭게 산다. 하지만 시간이 흐르면서 스페릭스의 세계에 이상 징후가 나타난다. 아트모스는 점점 더 활동적이고 에너지 넘치게 되지만, 널머스는 점점 더 어둠 속으로 빠져들어 비참한 삶을 살게 된다. 극한의 상황에서 긴장된 대치 상태에 있던 두 종족은 마침내 우위를 차지하기 위한 격렬한 싸움을 벌인다. 이 혼란을 막기 위해 두 종족은 스페릭 볼이라는 고귀한 게임을 만들어내고, 스페릭스는 합리적이고 공정한 경쟁을 통해 균형을 되찾기 시작한다. 스페릭 볼의 마지막 경기... 스페릭 볼 역사상 가장 위대한 선수로 평가받는 아토와 로스. 결국 세기의 경기는 Atmos가 승리하고 Ross가 다리 부상을 입으면서 끝났습니다. 이제 두 선수는 각각 Atmos와 Nullmus의 코치가 되어 Spheric Ball에서 우승하기 위해 경쟁합니다.",전체 관람가
"가장 친한 친구인 프레드 플린스톤과 바니 러블은 공룡 크레인 학교를 졸업하고 베드 록에서 일자리를 얻습니다.윌마 슬러플은 지도자이자 지주인 슬러플의 상속녀이지만 사치스러운 삶을 즐기는 어머니와는 달리 그녀는 자신의 삶이 지루하고 불행하다고 느낍니다.그녀는 베드 록의 CEO인 록펠러와 결혼할 예정입니다.록펠러는 프린스턴 대학을 졸업하고 캐딜락을 운전하는 부유한 사람이지만 윌마에게 그는 지금까지 본 사람 중 한 명일 뿐입니다.많은 생각 끝에 그녀는 집을 떠나기로 결심하고 베드 록에서 베티 오세일을 만나고 둘은 말록 궁전에서 살면서 브론토 킹에서 일합니다.윌마와 프레드는 터무니없는 첫 데이트 후 사랑에 빠지고 베티와 바니도 특별한 사람이 됩니다. 두 커플은 록 베가스로 로맨틱한 주말 여행을 떠나지만, 윌마와 결혼하고 그녀 가문의 재산을 훔치고 싶어하는 록펠러는 록펠러의 베가스 쇼에서 일하는 쇼걸 록시의 도움을 받아 프레드와 윌마를 헤어지게 만들 계획을 세운다.",전체 관람가
"마이애미의 치과의사인 테드는 아침에는 바다를 따라 조깅을 즐기고, 햇살이 내리쬐는 날에는 해변에서 비키니를 입은 아름다운 여성들을 구경합니다. 어느 날 그는 유산을 물려준 알래스카 여성으로부터 소환장을 받습니다. 그 여성이 바로 테드의 친어머니인 것입니다. 테드는 친어머니가 남긴 가장 귀중한 유산을 물려받기 위해 알래스카로 날아갑니다. 하지만 테드는 유산이 개 8마리라는 사실을 알고 충격을 받습니다. 그는 사나운 알래스카 개를 마이애미로 데려올 수 없고, 괴짜스럽고 겁이 많은 썬더 잭이 나타나자 테드는 난처한 처지에 빠집니다. 그는 즉시 테드에게 썰매견 경주의 선두 개 데몬을 팔라고 말합니다. 반면, 아름다운 여성 바브는 이에 강력히 반대합니다. 그녀에게서 그는 친어머니가 썰매견에 얼마나 큰 열정을 가지고 있는지 알게 됩니다. 테드는 다가올 썰매견 경주를 준비하기 위해 본격적인 훈련을 시작합니다. 하지만 테드는 낯선 사람에게는 친절하지 않은 개들의 영역성에 굴욕을 당한다. 친아버지의 비밀을 아는 듯한 썬더 잭조차도 테드에게 관대하지 않다. 결국 테드는 자신이 좋아하기 시작한 바브를 떠나 마이애미로 돌아간다. 하지만 TV에서 개 썰매 경주를 보던 테드는 썬더 잭이 자신에게 거짓말을 했다는 것을 깨닫는다...",전체 관람가
"리부아르와 사이드는 이란과 이라크 국경 지역에서 칠판을 등에 지고 산을 오른다. 그들은 외딴 마을의 학생들을 방문하는 교사들이다. 학습에 관심이 없는 거친 아이들은 그들의 어려운 일을 더욱 어렵게 만들지만, 그들은 쉽게 포기하지 않는다. 산에서 양치기 소년들을 찾으러 나간 리부아르는 국경을 넘을 때 밀수품과 훔친 물건을 운반하는 소년들을 만난다. 모두가 그를 경계하지만, 그와 같은 이름을 가진 소년은 그에게 자신의 이름을 쓰는 법을 가르쳐 달라고 부탁한다. 대부분의 아이들은 그를 환영하지 않고, 어색하게 그들을 따라가다가 넘어지고, 사이드는 다친 아이의 부목을 만들기 위해 칠판을 자른다. 칠판은 반으로 찢어지지만, 아이들은 이제 조금씩 마음을 열기 시작한다... 사이드는 마을로 내려가 집으로 돌아가는 길을 찾으려고 헤매는 노인들을 만난다. 노인들에게 가르치려고 하지만 소용이 없자, 사이드는 호두 40개를 가지고 국경까지 안내한다. 그룹 중에서 그는 어린 아들을 둔 할랄레라는 과부와 결혼하여 딸을 시집보내고 평화롭게 죽고 싶어하는 노인의 소원을 들어준다. 그는 칠판을 선물로 받은 신부 할랄레에게 글자와 수학을 가르치려 하지만 사이드의 노력은 아무런 반응을 얻지 못한다...",전체 관람가
